纽扣儿;niǔ kòu er;Button.;"<b>**纽扣儿**</b>掉了，我得找个新的。
<br>The button fell off, I need to find a new one.
<br>
<br>这件衬衫少了一个<b>**纽扣儿**</b>。
<br>This shirt is missing a button.
<br>
<br>这件衬衫缺了一粒<b>**纽扣儿**</b>。
<br>This shirt is missing a button.";"Imagine a ""new coat"" with a button. ""New coat"" sounds like ""纽扣儿"" (niǔ kòur). Think ""new coat button""."
矿产资源;kuàng chǎn zī yuán;Mineral resources.;"中国的<b>**矿产资源**</b>非常丰富。
<br>China's mineral resources are very abundant.
<br>
<br><b>**矿产资源**</b>是国家的重要财富。
<br>Mineral resources are the nation's valuable wealth.";"Picture a ""mine"" with ""rich"" treasures. ""矿"" (mine) is the source, ""产"" (produce) and ""资源"" (resources). Think of mining resources: ""矿产资源"". Easy!"
反馈给商店;fǎn kuì gěi shāng diàn;Provide feedback to the store.;"我及时将顾客的<b>**反馈给商店**</b>。
<br>I promptly relayed the customer's feedback to the store.
<br>
<br>我昨天将产品问题<b>**反馈给商店**</b>，他们回复很快。
<br>I reported the product issue to the store yesterday, and they replied quickly.
<br>
<br>我已经将顾客的意见<b>**反馈给商店**</b>了。
<br>I have already given the customer's feedback to the store.";"Imagine giving reviews (反馈) ""feedback"" on a product back ""给"" to a store ""商店."" Think: ""Feedback returns to store."""
勘探矿产;kān tàn kuàng chǎn;Exploring mineral resources.;"地质学家们正在偏远地区<b>**勘探矿产**</b>。
<br>Geologists are exploring minerals in remote areas.
<br>
<br>我们正在<b>**勘探矿产**</b>，以寻找新的能源资源。
<br>We are exploring minerals to find new energy resources.
<br>
<br><b>**勘探矿产**</b>对国家经济发展至关重要。
<br>Exploring minerals is crucial to the nation's economic development.";"""勘探矿产"" = ""Explore minerals"". 

Visualize a prospector (勘探) searching the earth with tools in hand for rich ore deposits (矿产). Picture scouts scanning mountains for treasure."
售;shòu;Sell;"<b>**售**</b>罄
<br>Sold out
<br>
<br><b>**售**</b>货员正在微笑着迎接顾客。
<br>The salesperson is smiling while greeting customers.
<br>
<br>商店正在<b>**售**</b>打折商品。
<br>The store is selling discounted items.";"Think ""sell"" as ""show"" a product to a customer. 售 (shòu) sounds like ""show"". Visualize a shopkeeper showcasing items to sell."
有售;yǒu shòu;Available for purchase.;"这种商品在三楼<b>**有售**</b>。
<br>This product is available for sale on the third floor.
<br>
<br>这家商店<b>**有售**</b>各种电子产品。
<br>This store sells various electronic products.
<br>
<br>商店里有各式各样的水果<b>**有售**</b>。
<br>The store has a variety of fruits for sale.";"Think ""Yao Show"" - ""yao"" sounds like ""have"", ""show"" like ""shop"". Together: ""Have in Shop"" = 有售."
无微不至;wú wēi bù zhì;Meticulous care.;"她对孩子的照顾可谓<b>**无微不至**</b>。
<br>Her care for the child can be described as meticulous in every possible way.
<br>
<br>她对孩子的照顾<b>**无微不至**</b>。
<br>Her care for the child is meticulous and thorough.
<br>
<br>她对孩子的照顾真是<b>**无微不至**</b>。
<br>She takes meticulous care of her child.";"Imagine a caring person. No detail too small, they attend to everything. 无微不至 means such meticulous care. Associate it with ""not even tiny overlooked."""
兴隆;xīng lóng;Flourishing.;"生意<b>**兴隆**</b>
<br>Business is booming.";"Think of ""兴隆"" as a vibrant, thriving dragon. ""兴"" sounds like ""sing"", so imagine a dragon happily singing. ""隆"" resembles ""long"" for a grand, prosperous reach."
无微不至的关怀;wú wēi bù zhì de guānhuái;Meticulous care.;"母亲总是以<b>**无微不至的关怀**</b>照顾我们。
<br>A mother always takes care of us with meticulous care.
<br>
<br>她对孩子的<b>**无微不至的关怀**</b>，像春风般温暖。
<br>Her meticulous care for the child is as warm as the spring breeze.
<br>
<br>她对孩子们<b>**无微不至的关怀**</b>感动了所有人。
<br>Her meticulous care for the children moved everyone.";无微不至的关怀 = all-round care. Imagine a warm, gentle hug that covers every tiny concern. Every detail is looked after. Complete, tender, attentive care.
以学生为主到;yǐ xuéshēng wéi zhǔ dào;Student-centered.;"<b>**以学生为主到**</b>学校组织的活动。
<br>The school's activities are primarily centered around students.
<br>
<br>以学生为主的教学方法非常有效。
<br>Teaching methods that are student-centered are very effective.
<br>
<br>以学生为主的活动
<br>Activities centered around students";"""Start with the student"" = 以学生为主到

Imagine a classroom. Teacher points to students, says: “You first!” Translate this gesture. 以=point, 学生=students, 为主=main, 到="
生意兴隆;shēng yì xīng lóng;Business is booming.;"愿您的店铺<b>**生意兴隆**</b>，财源滚滚。
<br>May your store have booming business and abundant wealth.
<br>
<br>祝您的商店<b>**生意兴隆**</b>，财源滚滚。
<br>Wishing your store prosperous business and rolling wealth.
<br>
<br>愿您的<b>**生意兴隆**</b>，财源广进。
<br>May your business flourish and wealth flow in.";"""生意兴隆""—Imagine a dragon (symbol of prosperity) lifting a thriving business high. ""生意"" (business) + ""兴隆"" (flourishing). Think: Dragon lifts business high = Successful business!"
试想;shì xiǎng;Just imagine.;"<b>**试想**</b>一下，如果我们每天都对自己微笑，生活会变得多么美好。
<br>Just imagine, if we smile at ourselves every day, how beautiful life would become.
<br>
<br><b>**试想**</b>，如果每个人都能互相理解，世界将会多么和平。
<br>Imagine, if everyone could understand each other, how peaceful the world would be.
<br>
<br><b>**试想**</b>，如果天空会说话，它会告诉我们什么？
<br>Imagine, if the sky could speak, what would it tell us?";"Think of 试 as ""try"" and 想 as ""think."" So, 试想 together means ""try to think"" or ""imagine."" Use ""try-think."""
快捷 (2);kuài jié;Quick and convenient;"你的新手机应用非常快捷。
<br>Your new phone app is very fast and efficient.
<br>
<br>这个手机应用程序非常快捷。
<br>This mobile application is very fast.
<br>
<br>这款应用非常快捷。
<br>This app is very efficient.";"Sure! Think ""quick"" as 快 and ""shortcut"" as 捷. Fast route, 快捷. Fast car on a shortcut road!"
快捷汉语;kuài jié hàn yǔ;Quick Chinese;"<b>**快捷汉语**</b>使学习中文变得更加容易。
<br>Quick Chinese makes learning Chinese much easier.
<br>
<br><b>**快捷汉语**</b>可以帮助我们快速掌握日常用语。
<br>Quick Chinese can help us quickly master daily expressions.
<br>
<br><b>**快捷汉语**</b>让你学得更快！
<br>Quick Chinese allows you to learn faster!";"Think ""Express Chinese."" 快捷 (kuaijie) means fast. Just like express trains are fast, 快捷汉语 (kuaijie hanyu) means fast Chinese. Express Chinese = 快捷汉语."
误人子弟;wù rén zǐ dì;Lead others astray.;"在教育工作中，不负责任的人可能会<b>**误人子弟**</b>。
<br>In the field of education, irresponsible people might mislead the younger generation.
<br>
<br>他那种教导方式简直是<b>**误人子弟**</b>。
<br>His way of teaching is simply misleading and harmful to the students.
<br>
<br>他的教学方法简直是在<b>**误人子弟**</b>。
<br>His teaching methods are simply misleading the young students.";"""误人子弟"" translates to ""misleading the young."" Think of ""误"" as ""mistake,"" ""人"" as ""person,"" ""子"" as ""child,"" and ""弟"" as ""younger generation."" Visualize"
你这么做，未免太过份;nǐ zhème zuò, wèimiǎn tàiguò fèn;You're going too far.;"<b>**你这么做，未免太过份**</b>，对他太不公平了。
<br>The way you're doing this, it's just too much; it's really unfair to him.
<br>
<br><b>**你这么做，未免太过份**</b>，朋友会生气的。
<br>The way you're doing this is a bit too much, and your friends might get angry.
<br>
<br><b>**你这么做，未免太过份**</b>。
<br>What you're doing is a bit too much.";"Think: ""You doing this, a bit too much."" 
你 ""You"", 
这么做 ""doing this"", 
未免 ""a bit"",
太过份 ""too much.""
All together: 你这么做，未免太过"
你现在才来，未免太晚了;nǐ xiànzài cái lái, wèimiǎn tài wǎn le.;You’re a bit too late now.;"<b>**你现在才来，未免太晚了**</b>
<br>You've come just now; it's a bit too late.
<br>
<br><b>**你现在才来，未免太晚了**</b>。
<br>You are only arriving now, it's simply too late.";"Imagine a friend late to a party. Picture saying ""you now just come, way too late!"" Remember this structure: 你现在才来，未免太晚了."
他这样对待客人，未免不礼貌;tā zhèyàng duìdài kèrén, wèimiǎn bù lǐmào.;The way he treats guests is rather rude.;"<b>**他这样对待客人，未免不礼貌**</b>。
<br>His way of treating guests is somewhat impolite.";"Think ""He treats guests like this—inevitably rude."" 
他这样对待客人，未免不礼貌。
像: treat guests way, sure rude."
健全;jiàn quán;Sound and well.;"这家公司有<b>**健全**</b>的管理制度。
<br>This company has a sound management system.
<br>
<br>他的身体状况非常<b>**健全**</b>。
<br>His physical condition is very sound.
<br>
<br>他的身心都非常<b>**健全**</b>。
<br>His body and mind are both very healthy.";"""健全"" (jiànquán) means ""sound"" or ""well-rounded."" Imagine a healthy, strong person (健) standing on both feet, stable and complete (全). ""健"" = fit, ""全"" = complete"
他出于好心帮助了那位老人;tā chū yú hǎo xīn bāng zhù le nà wèi lǎo rén;He helped the old man out of kindness.;"<b>**他出于好心帮助了那位老人**</b>。
<br>He helped the old man out of kindness.
<br>
<br><b>**他出于好心帮助了那位老人**</b>
<br>He helped the old man out of kindness.";"Think: ""He, good heart, helps old man."" 他 (he) 出于 (out of) 好心 (good heart) 帮助 (help) 了 那位 (that) 老人 (old man)."
继承;jì chéng;Inherit;"<b>**继承**</b>家族传统
<br>Inherit the family tradition
<br>
<br><b>**继承**</b>家业
<br>Inherit the family business
<br>
<br><b>**继承**</b>传统文化
<br>Inherit traditional culture";"""继承"" means ""inherit"". Think: ""Continue (继) to bear (承)"". Picture passing a family heirloom, continuing the legacy. Simple, right?"
工作成绩很大;gōngzuò chéngjì hěn dà;Great work achievements.;"他的<b>**工作成绩很大**</b>，公司决定给他升职。
<br>His work performance is outstanding, the company decided to promote him.
<br>
<br>他的<b>**工作成绩很大**</b>，老板对他非常满意。
<br>His work achievements are significant, and the boss is very satisfied with him.
<br>
<br>他的<b>**工作成绩很大**</b>，得到了老板的赞赏。
<br>His work performance is outstanding, and he earned praise from his boss.";"Think: ""Work success big."" 工作 (work) 成绩 (achievement) 很大 (very big). Visualize a big trophy labeled ""work success"" to remember."
顺应了历史潮流;shùn yìng le lì shǐ cháo liú;Went with the tide of history.;"他的新政策<b>**顺应了历史潮流**</b>，受到了广大民众的支持。
<br>His new policies aligned with the historical trend and gained widespread public support.
<br>
<br><b>**顺应了历史潮流**</b>，中国的发展迅速崛起。
<br>China's rise owed much to adapting to the historical trends.
<br>
<br>各国的科技进步<b>**顺应了历史潮流**</b>。
<br>The technological advancements of various countries have adapted to the tide of history.";"Imagine surfing. ""Riding the wave of history."" 顺应 means to comply or go along, 潮流 means trends or flow, and 历史 means history. Surfer riding tide."
顺应;shùn yìng;Conform to.;"<b>**顺应**</b>自然的变化
<br>Adapt to the changes of nature
<br>
<br><b>**顺应**</b>自然的规律
<br>Adapt to the laws of nature
<br>
<br><b>**顺应**</b>自然的发展才能长久。
<br>Adapting to the natural progression leads to longevity.";"Think of 顺应 as ""going smoothly with the flow."" 顺 means ""smooth,"" and 应 means ""respond."" Imagine floating down a peaceful river, adapting to its path effortlessly."
坦然;tǎn rán;Calm and composed.;"他面对挑战时表现得非常<b>**坦然**</b>。
<br>He faced the challenges with great composure.
<br>
<br>他面对失败时非常<b>**坦然**</b>。
<br>When faced with failure, he was very composed.
<br>
<br>她面对挑战时总是<b>**坦然**</b>。
<br>She always faces challenges calmly.";"Imagine jumping on a soft, tan (坦) mat and feeling calm and natural (然). ""Tan-ran"" means calm & composed."
面对失败，他坦然接受;miàn duì shī bài, tā tǎn rán jiē shòu.;Facing failure, he took it in stride.;"<b>**面对失败，他坦然接受**</b>。
<br>He faced failure calmly and accepted it.";"Think ""face failure, calm accept."" Visualize ""failure"" as 面 (face) and connect 坦 (calm) with 心 (heart). Simplify: 面 = face, 坦然 = calm. It's almost literally: ""face"
顺其自然;shùn qí zì rán;Go with the flow.;"<b>**顺其自然**</b>，心无旁骛。
<br>Let nature take its course and stay focused.
<br>
<br><b>**顺其自然**</b>，生活会更轻松。
<br>Let things take their course, and life will be easier.
<br>
<br><b>**顺其自然**</b>地面对生活中的挑战，不必过于担心。
<br>Face the challenges in life with a go-with-the-flow attitude, there's no need to worry excessively.";"Think of a river flowing naturally. ""Shùn qí zìrán"" = ""Go with the flow."" ""Shùn"" = flow, ""qí zìrán"" = nature. Easy and peaceful."
争其必然;zhēng qí bì rán;Fight for the inevitable.;"<b>**争其必然**</b>，我们必须全力以赴。
<br>Striving for the inevitable, we must give our all.
<br>
<br><b>**争其必然**</b> ， 我们必须为了成功而奋斗。
<br>Strive for the inevitable, we must fight for success.
<br>
<br><b>**争其必然**</b>，我们必须坚持我们的信仰。
<br>In striving for the inevitable, we must hold firm to our beliefs.";"Think of ""争其必然"" as ""strive for the inevitable."" Visualize a strong effort (""争"") to achieve what you believe is certain (""必然"")."
得之坦然;dé zhī tǎn rán;Take it easy.;"<b>**得之坦然**</b>，失之淡然。
<br>Accepting with equanimity, losing with tranquility.
<br>
<br>他面对成功<b>**得之坦然**</b>，没有一丝骄傲。
<br>He faced success with calm acceptance, without a trace of arrogance.
<br>
<br>得到荣誉时，他总是<b>**得之坦然**</b>。
<br>When he receives honors, he always accepts them calmly.";"""得之坦然"" is like ""Get it, be calm."" Imagine achieving a goal, take a deep breath and stay steady. Visualize a serene face. ""得"" (get), ""坦然"" (calm)."
失之淡然;shī zhī dàn rán;Indifference to loss.;"<b>**失之淡然**</b>，是一种成熟的表现。
<br>Losing something calmly is a sign of maturity.
<br>
<br>面对失败，他总是<b>**失之淡然**</b>。
<br>When faced with failure, he always remains indifferent.
<br>
<br>他面对失败<b>**失之淡然**</b>，反而更加努力。
<br>He faced failure with a calm indifference and instead worked even harder.";"“失之淡然”：Think ""lose it, calm it."" Say it smoothly, like exhaling. ""Lose"" (失), ""it"" (之), ""calm"" (淡), ""nature"" (然). Smooth and calm"
窥私欲;kuī sī yù;Voyeurism.;"某些人总是被<b>**窥私欲**</b>所驱使。
<br>Some people are always driven by the desire to invade others' privacy.
<br>
<br>人们有时难以抵抗<b>**窥私欲**</b>的诱惑。
<br>Sometimes people find it hard to resist the temptation of prying into others' privacy.
<br>
<br><b>**窥私欲**</b>是一种不健康的心态。
<br>The desire to invade privacy is an unhealthy mindset.";"Imagine: ""窥"" sounds like ""coy,"" and picture a ""coy"" person peeking. ""私欲"" – private desires. Visualize someone sneakily indulging private wants. Coy peeking into own desires."
毫升;háo shēng;Milliliter (ml);"请给我倒三百<b>**毫升**</b>的水。
<br>Please pour me 300 milliliters of water.
<br>
<br>我们每天需要喝至少2000<b>**毫升**</b>的水。
<br>We need to drink at least 2000 milliliters of water every day.
<br>
<br>请给我一杯250<b>**毫升**</b>的水。
<br>Please give me a 250-milliliter glass of water.";"Visualize a milliliter (mL) as a tiny ""hao"" (小毫), emphasizing smallness. Connect ""升"" to the concept of measurement in liquids. Think: ""Small-Liquid-Measure"" equals 毫升 ("
南京，古称金陵;nán jīng, gǔ chēng jīn líng;Nanjing, formerly known as Jinling.;"<b>**南京，古称金陵**</b>，有着悠久的历史与文化。
<br>Nanjing, historically known as Jinling, has a long history and rich culture.
<br>
<br><b>**南京，古称金陵**</b>，是中国历史著名的文化古城。
<br>Nanjing, formerly known as Jinling, is a famous historical and cultural ancient city in China.
<br>
<br><b>**南京，古称金陵**</b>，有着悠久的历史和丰富的文化遗产。
<br>Nanjing, formerly known as Jinling, has a long history and a rich cultural heritage.";"Think of ""Nanjing"" like ""nan"" (south) + ""jing"" (capital). Golden history connects it to ""Jinling."" Imagine a southern capital with golden hills. (南京 -> 南+京, 金陵 -> 黄金"
兼具传统风味和现代创意;jiān jù chuán tǒng fēng wèi hé xiàn dài chuàng yì;Combines traditional flavors with modern creativity.;"这家餐厅的菜肴<b>**兼具传统风味和现代创意**</b>，深受顾客喜爱。
<br>This restaurant's dishes combine traditional flavors with modern creativity, and are deeply loved by customers.
<br>
<br>这家餐馆的菜肴<b>**兼具传统风味和现代创意**</b>，令人赞不绝口。
<br>The dishes at this restaurant blend traditional flavors with modern creativity, leaving people full of praise.
<br>
<br>餐厅的菜品<b>**兼具传统风味和现代创意**</b>，令人赞不绝口。
<br>The restaurant's dishes combine traditional flavors with modern creativity, leaving everyone in awe.";"""Modern twist on classic flavors"" = 现代创意+传统风味. Imagine a dish combined from a familiar recipe and a new ingredient."
兼具;jiān jù;Combine both;"他<b>**兼具**</b>智慧与勇气。
<br>He possesses both wisdom and courage.
<br>
<br>他<b>**兼具**</b>智慧和幽默感。
<br>He possesses both wisdom and a sense of humor.
<br>
<br>这款手机<b>**兼具**</b>美观与实用性。
<br>This phone combines both aesthetic appeal and practicality.";"Think of 兼具 as ""simultaneously possesses."" Imagine holding two things in one hand, multitasking, balancing qualities together. 兼具 = combine + features."
含糊;hán hu;Vague or ambiguous.;"他的回答很<b>**含糊**</b>，不详细说明。
<br>His answer was very vague and did not provide detailed explanations.
<br>
<br>他说话总是<b>**含糊**</b>其辞。
<br>He always speaks ambiguously.
<br>
<br>他说话总是<b>**含糊**</b>其辞，让人难以理解他的真实意思。
<br>He always speaks ambiguously, making it hard for others to understand his true meaning.";"Think: ""ham & who?"" Ham sounds like 含 (hán), who sounds like 糊 (hú). ""Ham & who?"" is unclear. So, 含糊 means unclear or vague."
凝练;níng liàn;Concise.;"他的讲话非常<b>**凝练**</b>，却充满了力量。
<br>His speech was very concise, yet full of power.
<br>
<br>他的诗歌风格非常<b>**凝练**</b>。
<br>His poetry style is very concise.
<br>
<br>这篇文章的语言非常<b>**凝练**</b>。
<br>The language in this article is very concise and refined.";"Picture ice forming—everything coming together tightly, cleanly. 凝练 (níng liàn). ""凝"" (níng) is to condense, like ice; ""练"" (liàn) is to train, like refining."
思想还不透彻;sī xiǎng hái bù tòu chè;Thinking is still not thorough.;"他的<b>**思想还不透彻**</b>，无法理解这本哲学书。
<br>His thoughts are not thorough enough to understand this philosophy book.
<br>
<br>他的<b>**思想还不透彻**</b>，因此做决定时总是犹豫不决。
<br>His thinking is not clear enough, so he is always hesitant when making decisions.
<br>
<br>他的<b>**思想还不透彻**</b>，所以无法理解这本书的深意。
<br>His thought is not thorough yet, so he cannot understand the deeper meaning of this book.";Think: 思 (mind), 想 (thoughts) still not see-through (透彻). Visualize a foggy mirror, thoughts not clear yet.
增添了香味;zēng tiān le xiāng wèi;Added a pleasant aroma.;"这朵花<b>**增添了香味**</b>，让房间更宜人。
<br>This flower adds fragrance, making the room more pleasant.
<br>
<br>新鲜的柠檬片为茶<b>**增添了香味**</b>。
<br>Fresh lemon slices added fragrance to the tea.
<br>
<br>新鲜的花朵为房间<b>**增添了香味**</b>。
<br>The fresh flowers added fragrance to the room.";"""Zēng tiān le xiāng wèi"" - Think: ""Adding fragrance"" in a garden. ""Zēng"" like ""zen garden"" + ""tiān"" sounds like ""tian"" (sky) + """
女娲补天;nǚ wā bǔ tiān;Nüwa Mends the Sky (refers to fixing a major problem or catastrophe);"<b>**女娲补天**</b>的传说展示了古代中国人的创世神话。
<br>The legend of Nüwa repairing the sky illustrates the creation myth of ancient China.
<br>
<br><b>**女娲补天**</b>象征着伟大的奋斗和牺牲精神。
<br>Nuwa mending the sky symbolizes great struggle and the spirit of sacrifice.
<br>
<br><b>**女娲补天**</b>的故事讲述了她用五彩石修补天裂的传奇。
<br>The story of Nüwa repairing the sky tells of her legendary act of using colored stones to mend the heavens.";"""Nuwa mending the sky"" - think Nuwa (女娲) as the goddess with a big heart fixing (补) the broken sky (天). Imagine her sewing the heavens."
人云亦云;rén yún yì yún;"""Follow the crowd.""";"他总是<b>**人云亦云**</b>，从不发表自己的意见。
<br>He always parrots others' opinions and never expresses his own.
<br>
<br>别人怎么说，他就怎么说，真是<b>**人云亦云**</b>。
<br>He just parrots what others say; he truly is a follower of the herd.
<br>
<br><b>**人云亦云**</b>，缺乏独立思考。
<br>Blindly following others, lacking independent thinking.";"""Sheep"" mentality. Picture ""People say, I also say."" 人 (people) 云 (say) 亦 (also) 云 (say). Impression: mindlessly agree like sheep. Human echo."
零;líng;Zero.;"<b>**零**</b>星的小雨
<br>Drizzling rain
<br>
<br><b>**零**</b>下十度
<br>Minus ten degrees
<br>
<br>他考试得了<b>**零**</b>分。
<br>He scored zero on the test.";"Imagine ""zero"" as a raindrop falling to the ground. 零 (líng) sounds like ""ling,"" which mimics the sound of a single raindrop. Raindrops are round, just like the shape of 0"
检验餐馆;jiǎn yàn cān guǎn;Inspect the restaurant;"<b>**检验餐馆**</b>的卫生状况是非常重要的。
<br>Inspecting the restaurant's hygiene is very important.
<br>
<br><b>**检验餐馆**</b>的食品安全是我们的首要任务。
<br>Ensuring the food safety of the restaurant is our top priority.
<br>
<br><b>**检验餐馆**</b>的卫生标准非常重要。
<br>Inspecting a restaurant's hygiene standards is very important.";"""Jian yan can guan"" sounds like ""Jenny in canteen."" Picture Jenny inspecting a canteen for cleanliness."
这是一场对人品的考验。;zhè shì yì chǎng duì rén pǐn de kǎo yàn.;This is a test of character.;"<b>**这是一场对人品的考验。**</b>
<br>This is a test of character.
<br>
<br>这是一场对人品的考验，无论在多么艰难的情况下，你都要坚持正直与善良。
<br>This is a test of character; no matter how difficult the situation, you must uphold integrity and kindness.
<br>
<br><b>**这是一场对人品的考验。**</b>真金不怕火炼。
<br>This is a test of one's character. True gold does not fear the fire.";Imagine a test (考验) for a person's (人) character (品). Say: “This is (这是一场) a character (人品) test (考验).”
刘慈欣;liú cí xīn;Liu Cixin (the famed Chinese science fiction author).;"<b>**刘慈欣**</b>的小说充满了惊人的科幻元素。
<br>Liu Cixin's novels are filled with astonishing sci-fi elements.
<br>
<br><b>**刘慈欣**</b>是著名的科幻小说作家。
<br>Liu Cixin is a renowned science fiction writer.
<br>
<br><b>**刘慈欣**</b>是著名的科幻作家。
<br>Liu Cixin is a famous science fiction writer.";"""刘慈欣"" sounds like ""Leo's C."" Imagine a lion (""Leo"") showing ""C"" for ""Care"" and ""欣"" for joyous. Picture a joyful lion caring."
杂志上开始连载三体;zá zhì shàng kāi shǐ lián zǎi sān tǐ;"""Start serializing 'The Three-Body Problem' in the magazine.""";"<b>**杂志上开始连载三体**</b>，引起了读者们的广泛关注。
<br>The magazine started serializing Three-Body Problem, which has attracted widespread attention from readers.
<br>
<br><b>**杂志上开始连载三体**</b>，吸引了众多读者。
<br>The magazine began serializing ""The Three-Body Problem,"" attracting numerous readers.
<br>
<br><b>**杂志上开始连载三体**</b>带来了许多科幻迷的关注。
<br>The magazine started serializing The Three-Body Problem, which attracted many science fiction fans' attention.";Imagine a magazine (杂志) as a stage. On this stage, 'Three-Body' begins. Picture a series, each part (连载) appearing on this stage. Now, repeat: 杂志上开始连载三体
三体星系;sān tǐ xīng xì;Trisolaran system.;"在<b>**三体星系**</b>中，人类发现了新的智慧生命。
<br>In the Trisolaris system, humans discovered new intelligent life.
<br>
<br><b>**三体星系**</b>充满了神秘和未知。
<br>The Trisolaris star system is full of mystery and unknowns.
<br>
<br>在<b>**三体星系**</b>中，外星文明的技术比我们更先进。
<br>In the Trisolaris system, the technology of the alien civilization is more advanced than ours.";"""Three-body star system"" in Chinese is 三体星系 (sān tǐ xīng xì). Imagine three bodies orbiting in a star system. ""三"" means three, ""体"" means body, ""星系"
后羿射日;hòu yì shè rì;Hou Yi Shooting the Suns;"<b>**后羿射日**</b>，救了大地苍生。
<br>Houyi shot down the suns, saving all living beings on Earth.
<br>
<br><b>**后羿射日**</b>，造福苍生。
<br>Hou Yi shot down the suns, bringing blessings to all beings.
<br>
<br><b>**后羿射日**</b>是中国古代神话中的一个传奇故事。
<br>Houyi shooting down the suns is a legendary story in Chinese mythology.";"Think of ""Hou Yi"" as a legendary archer. ""She Ri"" means ""shooting the sun."" Imagine him aiming his bow at the scorching suns. ""Hou Yi She Ri"" = ""Hou Yi shoots suns."" Mythical hero,"
心目中的传奇;xīn mù zhōng de chuán qí;A legend in one's eyes.;"他在我<b>**心目中的传奇**</b>无可比拟。
<br>He is an unparalleled legend in my mind.
<br>
<br>他是我<b>**心目中的传奇**</b>。
<br>He is a legend in my eyes.
<br>
<br>他是<b>**心目中的传奇**</b>，每个故事都令人心驰神往。
<br>He is a legend in our hearts, every story about him is captivating.";"Think of a hero. ""In the heart's eye"" is 心目中. ""Legend"" is 传奇. Together: 心目中的传奇."
男儿有泪不轻弹;nán ér yǒu lèi bù qīng tán;"""Real men don't cry easily.""";"<b>**男儿有泪不轻弹**</b>，即使面对挫折，也要坚强。
<br>Men do not easily shed tears, even in the face of setbacks, they must remain strong.
<br>
<br><b>**男儿有泪不轻弹**</b>，因为他们知道坚强是他们的责任。
<br>Men don't easily shed tears because they know that strength is their responsibility.
<br>
<br><b>**男儿有泪不轻弹**</b>，但也有心酸的时候。
<br>A real man rarely sheds tears, but he too has moments of sorrow.";"Think: ""Men's tears precious, rarely shed."" Visualize: stoic man holding back tears, strength in vulnerability."
有抱负;yǒu bào fù;Ambitious.;"这位年轻人非常<b>**有抱负**</b>，总是努力追求自己的梦想。
<br>This young person is very ambitious and always strives to pursue his dreams.
<br>
<br>他是一个<b>**有抱负**</b>的年轻人。
<br>He is an ambitious young man.
<br>
<br>他是一个非常<b>**有抱负**</b>的人，从小就立志要改变世界。
<br>He is a very ambitious person, determined to change the world from a young age.";"Think of ""Yo! Bow foo!"" A person with a big ambition, calling out ""Yo!"" holding a bow aiming high. ""抱"" pronounced like ""bow,"" ""负"" like ""foo."" Ambitious."
有魄力;yǒu pò lì;"""Strong-willed"" or ""decisive""";"他在关键时刻表现得很<b>**有魄力**</b>。
<br>He showed great decisiveness in the critical moment.
<br>
<br>他在会议上表现得很<b>**有魄力**</b>。
<br>He showed a lot of decisiveness in the meeting.
<br>
<br>他是一位<b>**有魄力**</b>的领导者，总是勇于面对挑战。
<br>He is a courageous leader who always confronts challenges boldly.";"魄 = ""soul"" or ""spirit.""
力 = ""power"" or ""strength.""

Imagine someone with powerful spirit or soul. Visualize a forceful, inspiring leader. ""有魄力"" = ""Having that commanding spirit"
不轻易哭泣;bù qīngyì kūqì;Not quick to tears.;"她是个坚强的人，<b>**不轻易哭泣**</b>。
<br>She is a strong person who doesn't cry easily.
<br>
<br>她<b>**不轻易哭泣**</b>，但那天的告别使她泪流满面。
<br>She does not cry easily, but that farewell brought her to tears.
<br>
<br>她是个坚强的女孩，<b>**不轻易哭泣**</b>。
<br>She is a strong girl who doesn't cry easily.";"Think of ""bu qing yi ku qi"" as ""no easy cry-cry."" When feeling sad, tell yourself: ""No easy cry-cry, stay strong!"""
一票否决;yī piào fǒu jué;Veto power.;"这个项目最终因为老板的<b>**一票否决**</b>而被取消了。
<br>The project was ultimately canceled due to the boss's veto.
<br>
<br><b>**一票否决**</b>权是董事会的重要权力。
<br>The power of the veto is an important authority of the board of directors.
<br>
<br>这项提案因董事长的<b>**一票否决**</b>而被取消。
<br>The proposal was canceled due to the chairman's veto.";"Imagine: ""One vote, final say."" Picture a powerful judge: 一票 (one vote) decides everything. Simple, decisive, final: 否决."
鞭策;biān cè;Spur on.;"他用自己的成功<b>**鞭策**</b>自己不断进步。
<br>He spurred himself to continuous improvement with his own success.
<br>
<br>他的批评是为了<b>**鞭策**</b>我。
<br>His criticism is meant to spur me on.
<br>
<br>为了达到目标，我们必须不断<b>**鞭策**</b>自己。
<br>In order to achieve our goals, we must constantly spur ourselves on.";"Think of 鞭策 as ""whip into action."" Visualize a coach motivating runners. 鞭 means whip, 策 for strategy. Together, it's pushing and motivating someone actively."
鄙视;bǐ shì;Despise.;"我对他的行为感到非常<b>**鄙视**</b>。
<br>I feel deep contempt for his behavior.
<br>
<br>他以<b>**鄙视**</b>的眼神看着我。
<br>He looked at me with disdain in his eyes.
<br>
<br>他对不公正的行为感到<b>**鄙视**</b>。
<br>He feels disdain for unjust actions.";"鄙视 (bǐshì): ""Bee"" (鄙) and ""Sheep"" (视) sounds. Picture a ""bee"" sneering at a ""sheep"" to remember 鄙视 means to despise or"
